Customer_ID,Age,Gender,Tenure,Balance,CreditScore,EstimatedSalary,NumOfProducts,IsActiveMember,Churn
7b3cea0e-9118-4577-b882-1860ed45b0a0,28,Male,8,175358.99,815,110918.65,1,1,0
b4f10a09-714f-43bd-9ade-c252c0cecf6c,49,Male,10,104680.41,871,99839.83,2,0,0
f9863543-68d0-42f7-be53-fe9e47486d4a,66,Male,6,164693.18,364,49221.04,2,1,0
4435de16-94c9-419e-bef4-15f02e34b272,43,Male,7,19717.74,699,93233.59,3,0,0
8997663d-5480-411f-b1c4-4903152a8ac8,47,Male,2,24421.14,419,36055.84,2,1,0
ddfcb13f-e625-48a2-a9be-7c971ef245d5,42,Female,1,79931.96,501,118258.06,1,0,0
d8272077-f942-4d43-b731-ebc31e9dc31c,55,Male,4,183479.33,646,41478.31,4,1,0
c71bed59-9ab1-4d1e-b0e3-2934e8765fec,70,Female,10,130467.41,455,60711.25,1,1,0
bfd1af16-2f28-4fac-8d25-178cb1722970,39,Female,0,184268.43,842,56372.81,4,1,0
85f786bd-c369-4121-b290-7cb9957cc696,48,Male,1,82179.72,465,103729.91,4,1,0
c9e83c2d-4a19-4880-a99d-38498624f539,62,Female,8,106574.32,443,143053.82,3,1,0
85daca81-eb7e-4c36-9d38-1e31ce57a79d,60,Female,10,143189.6,522,64059.35,2,0,0
ec89a8fc-bc6e-4e20-9dd3-879144ef7371,41,Female,0,28359.39,613,78342.61,4,1,0
242067cb-58de-4a92-b2dc-64cdce13e4d2,59,Female,3,118990.12,323,100707.33,1,1,0
882cbb53-d677-4fe8-a18c-bea1176aa84d,51,Male,9,120160.81,864,43398.22,4,0,0
305f1d5f-3eaf-4151-b7df-a8d996e12542,21,Male,7,144601.62,532,56336.23,2,0,0
a9998f67-2eb3-4fd2-aa16-9d85797faa1d,44,Male,1,100231.25,659,119444.28,2,1,0
a3ce1348-6660-4bdc-bd36-b22af691ddfc,56,Female,5,62099.59,448,65969.37,1,1,0
f0802bed-e8bf-424c-8637-b6e9cff0ae58,60,Female,2,110487.2,853,22165.82,3,1,0
c3748d09-5101-45ac-9cb8-75f55490794c,48,Male,5,122780.92,756,101981.23,1,1,0
e7161db1-98db-48ce-a1e9-d2292c5334e2,53,Male,6,3383.43,639,55919.11,4,1,0
adc66c2d-65e7-4d52-bcda-7a9b6a4ab7fb,38,Female,2,145438.67,424,37860.5,1,0,0
8843b12a-5778-4931-9071-c4016e00814e,70,Female,9,193642.1,789,79556.63,2,1,0
e90c8cdd-ccdb-4782-8b08-106927c3dfd5,25,Male,8,116648.32,545,121395.98,4,0,0
32374ab0-b97f-4b2f-8857-0775c957742f,18,Female,3,57055.96,325,122000.76,4,0,0
8417aafe-1356-4ab9-9bf5-fa03ac0bbf67,25,Female,3,22486.88,624,17493.68,1,1,0
3ee918c1-8360-4025-9a3b-5c2a5c52b178,47,Female,3,163667.27,832,142267.69,3,1,0
b0edb265-ed41-436d-a3b1-274d4b8f93d3,52,Female,7,145149.35,375,126285.75,4,1,0
d74f4406-6911-4b4e-8f28-d7923842e3a3,69,Female,9,123072.01,864,108296.66,3,1,0
47fc719b-cd1a-4ccd-9910-30a135deb863,58,Female,2,34883.01,566,71289.82,4,0,0
7bf218e2-2414-476d-b1f7-4fe517d83aea,19,Female,7,58906.11,630,94142.64,3,1,0
630b3ea2-cc84-48d3-979d-56c81e19aa45,43,Male,8,117597.35,856,14065.67,1,0,0
d8708b40-e491-419c-a9df-f475df834e1a,38,Female,8,143040.48,652,132504.28,3,0,0
33340687-5a88-429a-9fd7-2129911a87db,68,Male,0,117731.05,883,107719.38,4,0,0
8b99d0e8-4830-4abc-a2a1-bea8bc6bb106,27,Female,4,48079.63,550,49072.6,3,0,0
5024c688-d5c7-4646-8661-7eb12f2c2a44,40,Male,8,175078.34,591,18318.85,2,0,0
a7dc0de2-a2ee-431a-86b1-f4d7fb522fcb,60,Male,2,48155.83,776,138204.23,1,1,0
fab9a2bc-967c-4d3c-905e-9446b124232d,23,Male,3,31358.39,578,127042.38,1,0,0
036e584e-126b-49a6-b984-13dd85ab678e,55,Male,1,197043.14,613,127693.31,2,0,0
5da09041-8ff0-4816-aab7-74a12996d416,57,Female,9,97730.67,462,57780.34,4,1,0
c6341771-1fac-41e6-bd95-28e1d0e91328,66,Male,8,159868.76,353,86327.0,2,0,0
efa73c5f-5230-4a7e-bb9e-bf9e1adfb0f2,58,Male,9,169904.74,418,91214.14,1,0,0
b0eff162-2957-4ac0-9412-4b69998f353f,19,Female,3,116296.04,378,38876.62,3,1,0
a86ee707-04fe-4a98-ace4-d95f874fb98f,35,Male,10,3018.83,305,37131.48,3,0,1
d29eb985-baec-4b01-81cb-26d8d56159b9,33,Female,7,42863.31,319,82332.85,3,1,0
62e20410-688a-437f-a1bb-3735c772f3c4,20,Female,7,78485.83,314,12400.83,4,0,0
25a6913c-4758-46ee-a5d0-900a72493b97,48,Female,3,191382.38,729,104318.96,1,1,0
b551e0fa-c06b-4c83-bb82-670fbf0102fa,37,Female,10,39658.82,643,105814.95,4,1,0
3631a985-4247-4824-a3bb-8efcc284f1fa,28,Female,4,155808.64,705,79612.38,4,0,0
efc0f1b8-83ff-47bd-98fa-571c0302f875,43,Male,0,43962.67,628,35687.89,2,0,0
a8b9f8cf-314f-41aa-97dc-44130015a73a,31,Male,3,192089.48,761,134861.5,1,1,0
7485f080-5284-4136-b80a-a31cbed13703,18,Male,3,93929.28,522,42352.23,2,0,0
13e807f8-5d62-4fec-82cf-775cdedc29b6,57,Female,7,149827.41,783,100797.38,1,0,0
834ea4c1-80e3-432e-b8b4-1efdf403b705,35,Male,5,79375.96,400,18472.45,4,0,0
f07672a4-966d-4918-9eb6-8e34d66220ba,31,Female,8,99654.96,471,80421.79,3,0,0
0d086061-4918-47c6-a7cd-4e4fdd4bfaf6,23,Male,9,24352.96,382,116944.33,3,1,0
e42069fa-039d-42cc-a2c6-1adc41dba033,57,Male,7,42925.34,392,50531.4,2,1,0
f8c0a8c2-4baf-4f2b-9bec-fe2381803f7a,66,Female,7,102132.55,699,99523.11,3,1,0
a62fba25-a3ec-45b7-bbd0-8a44e4b0f94e,65,Female,4,182797.03,824,74260.54,2,1,0
ad72925e-3e87-4ccd-ada9-d995c417d054,63,Female,5,33294.86,711,102807.36,2,0,0
df215dd4-d7fc-4a98-b035-5157310b6cab,38,Male,4,51479.37,351,84055.04,4,0,0
ee812ee0-d365-4d7e-8c28-11268a1e2e2e,56,Male,10,79192.13,701,15301.05,4,0,0
efdbd9eb-33c6-4556-8ea2-3abf8e9cb526,50,Male,3,2299.48,587,56075.21,1,0,0
f816ab58-036e-4cd0-8af1-16d8944e0f54,66,Female,7,164376.39,706,27342.99,3,0,0
7288d805-bd1c-4ce2-a1a7-9e6ce22ed8ac,44,Female,1,138650.39,701,92410.06,3,1,0
773ddbb6-73a1-4be9-84e7-586ab50ab82b,46,Female,4,189729.55,405,115952.35,1,0,0
f1229d28-81ee-4457-becb-ec2e7a0ad4f3,62,Male,1,168789.81,390,134801.78,1,1,0
3c6cdf1a-e056-4c33-9575-bc8153c5462f,62,Female,2,103057.26,743,95379.07,4,0,0
13dd92db-282c-4625-a8b1-bbcdedccd8db,26,Male,1,140365.89,542,141972.17,2,1,0
67e4abb2-8789-4729-9e1f-4afe1be3b8bd,58,Female,10,188718.5,352,84972.49,1,1,0
7a987e38-7683-4213-a568-c412ae67f99b,58,Male,4,182823.58,654,33688.82,3,0,0
a541086b-f7bb-49ca-9513-a08337a3332a,22,Male,6,99242.26,386,64498.99,3,0,0
cafc3e6d-2651-4fe4-b604-79bbdcf3cc11,53,Male,4,18721.03,617,95017.43,3,0,0
0f9fca69-755d-4ab5-bd8b-f4dac68e9357,59,Male,10,41565.78,776,31198.3,2,0,0
3aeb0c85-62e5-4283-a9b2-196221fb148a,49,Female,5,110796.76,506,46915.16,4,1,0
f67849c7-19b0-4afa-9bac-93f40e2e46bb,40,Female,4,106094.01,478,81487.66,1,1,0
06ac2ac2-4a8f-4bab-aa17-9013225bc112,50,Male,5,31812.46,315,17489.69,3,1,0
50cd035c-6add-4644-a21d-e8abd093c850,56,Male,0,72125.66,496,70255.05,2,0,0
b0f97029-8117-41f1-a244-2d1e3956249e,40,Female,9,92025.36,555,97425.02,2,1,0
ab0acd7d-8c51-4941-874e-0109e9f1b015,33,Male,0,43696.2,702,120804.67,1,0,0
c15e415a-80e1-4509-89d8-840a9617cb68,28,Female,5,142621.05,437,78541.69,3,1,0
90ec3154-30f9-42fb-8e7c-0bab9115d3b8,25,Female,2,89081.61,367,40187.55,1,1,0
48d485bf-a3ed-4315-8ab4-fa44b18739ec,32,Female,6,17253.92,782,33011.04,4,1,0
67738297-5982-43ab-b765-d491d8aaec18,56,Male,0,4120.69,897,112096.76,3,0,0
7fe38acf-1006-4abf-a5de-423afb45dbcd,51,Male,0,43196.12,516,117479.1,2,1,0
08d7b0e0-03a5-431c-8a5d-2343242e195c,23,Male,9,153439.02,306,16950.88,2,0,0
c9e4ee53-c74c-4575-bcdf-f53109a7e7c1,66,Female,5,49422.14,856,10091.85,4,0,0
3a6c68cd-c373-46c3-a2da-4792e448e155,50,Male,3,66481.48,394,58190.58,1,0,0
983eda9b-8f3c-494a-acf1-9cdc65fa7e91,30,Female,10,51347.42,405,108959.36,3,1,0
15091498-06e0-42a6-be73-697679e748b8,32,Male,1,84510.61,819,149728.15,4,0,0
1cb95f74-2f5c-4db1-bb6b-786000499946,34,Male,10,77463.83,863,95433.33,4,1,0
68eab3e6-c93f-4de3-a2ae-bb94b6404669,66,Male,10,153283.27,758,55109.79,4,1,0
7947c780-b98c-4856-908a-068d1fa087ad,34,Female,9,156865.16,356,147237.04,1,0,0
fd93e26d-1006-4749-bdd5-e3916cc5ea5d,36,Female,5,141837.23,553,69806.99,1,0,0
1cdc2637-2d3e-4203-b25b-326a62df2c27,58,Female,2,195113.08,879,131529.47,2,0,0
f338a1f4-2d06-4b8d-afc6-f4991f467d89,21,Male,7,130783.74,623,79698.72,2,0,0
ba607d5e-fd2e-45b3-9e64-76d4c6542cf1,63,Male,10,38437.73,664,23758.69,1,0,0
df314b79-f68e-463c-a6db-3d53785df077,25,Male,4,179335.41,732,87688.95,2,1,0
d394c64e-ba4f-45b9-bd67-9a8100aa8cea,31,Male,8,187516.54,674,78487.87,3,0,0
99b893e2-ddf9-42c4-a16d-0d89f26af7a1,34,Male,8,103103.29,741,57415.95,2,0,0
76848cf2-4ae1-41b6-8c53-2e4fa8a4f36e,34,Female,0,80108.37,741,92013.86,1,0,0
c33064c2-c487-4dbb-9559-70fb88b61a19,66,Female,5,51860.68,850,135771.2,4,1,0
cdf20542-24e2-4114-9954-5a431723fa47,54,Female,8,190953.4,407,74137.9,4,1,0
d72b7385-37c8-4b02-a9a4-8cd3a8de516d,22,Female,1,91170.82,380,99999.35,3,1,0
9fb6d83b-4e5c-4e23-a1c4-8ca90070b780,49,Female,7,1382.84,582,26432.3,4,1,0
ae4c9ed6-e2a7-4eb3-a0b3-8464ef3de4b3,35,Male,7,194692.45,531,24875.7,2,1,0
03fb28a3-f8b9-4777-9d75-c016d757fab4,61,Male,6,16188.8,300,118152.0,1,0,1
1459e7fb-7161-4102-9299-c22d0a745e6f,39,Male,8,199244.12,723,107254.29,4,0,0
2b5860e3-ae48-45f7-86b5-f4f9d5ee2113,57,Male,7,96498.6,516,48736.46,3,0,0
d1f2df10-3065-4709-bd92-500d51b8a3a5,36,Female,5,25081.24,644,145877.74,1,1,0
b5ff14de-f5db-4521-aec1-34be92433d60,21,Male,4,25444.43,327,48741.36,1,0,1
67f0b761-1401-4fae-80f1-0a9f2984eb65,24,Female,3,104388.01,828,27012.84,1,0,0
76a07de4-5f05-48ce-a3f6-157ef8918200,44,Male,3,1059.65,617,20200.68,3,1,0
e95d657e-7d7b-4d91-a83a-751f5b417f72,52,Female,0,87828.07,796,22706.65,1,1,0
a78b8beb-5508-4ce1-b2eb-d2a35e7b1c24,69,Male,7,105369.05,832,136158.87,4,1,0
2b6050ba-42e8-4efd-ba22-e8e7a7068c26,50,Female,9,183540.77,307,122347.97,2,1,0
fc17b68b-a415-4cfd-8ab9-96ea273b8557,37,Male,7,119233.31,379,37809.6,1,1,0
c720080f-1fed-4c88-b036-a2cc347dbf9c,59,Male,4,7601.72,581,131674.3,3,1,0
f3deddd2-3729-4120-944f-44e55c52310c,28,Female,6,35300.56,496,81341.44,2,0,1
59400fb1-6452-44bf-8963-fe371ea47f64,43,Female,6,124125.28,739,11041.99,2,1,0
e0dfcb69-4d7c-4b41-a4ae-db249b41c064,31,Male,8,139338.5,833,109443.39,1,0,0
2414e22c-4c53-4311-8647-da1acc475d19,66,Female,0,20990.78,541,144735.02,2,0,0
a7139779-50ef-497c-989b-28ec0e011b43,19,Male,5,48967.48,752,39753.9,1,0,0
362d742a-f4e2-4998-84e4-801597b13d26,61,Female,5,105250.19,363,123684.94,1,0,0
7897ef15-4703-464e-9671-465bc7e9a92c,41,Male,0,71589.19,760,127443.89,1,0,0
4ee79384-4380-4b4f-824b-6d3f8d2aceb4,56,Female,8,113200.1,857,63104.14,2,0,0
41405a7a-145d-48e0-80c6-2da27f3dd871,31,Male,0,14302.77,491,52636.07,4,0,1
f2534982-144a-4154-93d3-e436f7e41b1b,56,Female,2,50539.91,746,108907.21,2,0,0
7dae2761-b4a4-47e3-8ae8-8efd86e1ff32,62,Female,2,40080.15,482,30877.67,1,1,0
47f28c1d-6208-4490-9289-559b2496bb10,46,Male,5,151792.05,886,77488.46,3,0,0
71048ee8-2f1d-4a47-a761-f2b4d95dafad,38,Female,3,7143.96,487,117695.97,2,1,0
da0a848b-7368-4cc4-8305-c308c17fa63e,62,Female,6,168709.35,810,128446.05,4,1,0
a6866448-cd67-49aa-a154-6f1b988fad83,42,Male,6,127852.84,508,89344.48,4,0,0
95816a88-ecaf-49d3-9449-5a8f686e82b3,67,Female,4,192762.5,478,79342.17,2,1,0
53247334-d2f5-493d-b497-77595e30f2ad,43,Female,6,69087.95,761,83251.01,1,0,0
4e687458-43cd-45d5-8a07-f01d254cc834,32,Female,10,29409.54,798,54910.31,4,1,0
6f6f7bb1-8bec-4c0a-ad92-25c95481081c,28,Male,0,154734.15,559,112983.69,3,0,0
7e715773-6b5e-49ca-a1de-ade4a34f6f9a,34,Male,5,70590.31,900,24369.06,3,1,0
0da3a548-d0bf-4099-a356-8eecf957c21b,68,Female,5,180028.4,429,57457.53,4,1,0
